scoring_method,k,n_models,top_k_acc
Only-MS$^2$,1,1,2.5032733224222588
Only-MS$^2$,20,1,31.5018300848088
LC-MS$^2$Struct,1,2,6.0
LC-MS$^2$Struct,20,2,40.0
Only-MS$^2$,1,2,2.5032733224222588
Only-MS$^2$,20,2,31.5018300848088
LC-MS$^2$Struct,1,3,6.0
LC-MS$^2$Struct,20,3,38.0
Only-MS$^2$,1,3,2.5032733224222588
Only-MS$^2$,20,3,31.5018300848088
LC-MS$^2$Struct,1,4,6.0
LC-MS$^2$Struct,20,4,36.0
Only-MS$^2$,1,4,2.5032733224222588
Only-MS$^2$,20,4,31.5018300848088
LC-MS$^2$Struct,1,5,6.0
LC-MS$^2$Struct,20,5,36.0
Only-MS$^2$,1,5,2.5032733224222588
Only-MS$^2$,20,5,31.5018300848088
LC-MS$^2$Struct,1,6,6.0
LC-MS$^2$Struct,20,6,36.0
Only-MS$^2$,1,6,2.5032733224222588
Only-MS$^2$,20,6,31.5018300848088
LC-MS$^2$Struct,1,7,6.0
LC-MS$^2$Struct,20,7,36.0
Only-MS$^2$,1,7,2.5032733224222588
Only-MS$^2$,20,7,31.5018300848088
LC-MS$^2$Struct,1,8,6.0
LC-MS$^2$Struct,20,8,36.0
Only-MS$^2$,1,8,2.5032733224222588
Only-MS$^2$,20,8,31.5018300848088
LC-MS$^2$Struct,1,1,6.0
LC-MS$^2$Struct,20,1,40.0
Only-MS$^2$,1,1,2.673404547835085
Only-MS$^2$,20,1,28.668090956701704
LC-MS$^2$Struct,1,2,8.0
LC-MS$^2$Struct,20,2,44.0
Only-MS$^2$,1,2,2.673404547835085
Only-MS$^2$,20,2,28.668090956701704
LC-MS$^2$Struct,1,3,8.0
LC-MS$^2$Struct,20,3,44.0
Only-MS$^2$,1,3,2.673404547835085
Only-MS$^2$,20,3,28.668090956701704
LC-MS$^2$Struct,1,4,8.0
LC-MS$^2$Struct,20,4,44.0
Only-MS$^2$,1,4,2.673404547835085
Only-MS$^2$,20,4,28.668090956701704
LC-MS$^2$Struct,1,5,8.0
LC-MS$^2$Struct,20,5,44.0
Only-MS$^2$,1,5,2.673404547835085
Only-MS$^2$,20,5,28.668090956701704
LC-MS$^2$Struct,1,6,8.0
LC-MS$^2$Struct,20,6,46.0
Only-MS$^2$,1,6,2.673404547835085
Only-MS$^2$,20,6,28.668090956701704
LC-MS$^2$Struct,1,7,10.0
LC-MS$^2$Struct,20,7,46.0
Only-MS$^2$,1,7,2.673404547835085
Only-MS$^2$,20,7,28.668090956701704
LC-MS$^2$Struct,1,8,10.0
LC-MS$^2$Struct,20,8,46.0
Only-MS$^2$,1,8,2.673404547835085
Only-MS$^2$,20,8,28.668090956701704
LC-MS$^2$Struct,1,1,8.0
LC-MS$^2$Struct,20,1,50.000000000000014
Only-MS$^2$,1,1,2.755753125332672
Only-MS$^2$,20,1,35.61491820650913
LC-MS$^2$Struct,1,2,8.0
LC-MS$^2$Struct,20,2,46.0
Only-MS$^2$,1,2,2.755753125332672
Only-MS$^2$,20,2,35.61491820650913
LC-MS$^2$Struct,1,3,8.0
LC-MS$^2$Struct,20,3,50.0
Only-MS$^2$,1,3,2.755753125332672
Only-MS$^2$,20,3,35.61491820650913
LC-MS$^2$Struct,1,4,8.0
LC-MS$^2$Struct,20,4,50.0
Only-MS$^2$,1,4,2.755753125332672
Only-MS$^2$,20,4,35.61491820650913
LC-MS$^2$Struct,1,5,8.0
LC-MS$^2$Struct,20,5,46.0
Only-MS$^2$,1,5,2.755753125332672
Only-MS$^2$,20,5,35.61491820650913
LC-MS$^2$Struct,1,6,10.0
LC-MS$^2$Struct,20,6,46.0
Only-MS$^2$,1,6,2.755753125332672
Only-MS$^2$,20,6,35.61491820650913
LC-MS$^2$Struct,1,7,10.0
LC-MS$^2$Struct,20,7,48.0
Only-MS$^2$,1,7,2.755753125332672
Only-MS$^2$,20,7,35.61491820650913
LC-MS$^2$Struct,1,8,10.0
LC-MS$^2$Struct,20,8,46.0
Only-MS$^2$,1,8,2.755753125332672
Only-MS$^2$,20,8,35.61491820650913
LC-MS$^2$Struct,1,1,2.9
LC-MS$^2$Struct,20,1,38.0
Only-MS$^2$,1,1,1.7903225806451613
Only-MS$^2$,20,1,30.092165898617505
LC-MS$^2$Struct,1,2,8.0
LC-MS$^2$Struct,20,2,36.0
Only-MS$^2$,1,2,1.7903225806451613
Only-MS$^2$,20,2,30.092165898617505
LC-MS$^2$Struct,1,3,8.0
LC-MS$^2$Struct,20,3,40.0
Only-MS$^2$,1,3,1.7903225806451613
Only-MS$^2$,20,3,30.092165898617505
LC-MS$^2$Struct,1,4,6.0
LC-MS$^2$Struct,20,4,38.0
Only-MS$^2$,1,4,1.7903225806451613
Only-MS$^2$,20,4,30.092165898617505
LC-MS$^2$Struct,1,5,6.0
LC-MS$^2$Struct,20,5,38.0
Only-MS$^2$,1,5,1.7903225806451613
Only-MS$^2$,20,5,30.092165898617505
LC-MS$^2$Struct,1,6,4.0
LC-MS$^2$Struct,20,6,40.0
Only-MS$^2$,1,6,1.7903225806451613
Only-MS$^2$,20,6,30.092165898617505
LC-MS$^2$Struct,1,7,4.0
LC-MS$^2$Struct,20,7,42.0
Only-MS$^2$,1,7,1.7903225806451613
Only-MS$^2$,20,7,30.092165898617505
LC-MS$^2$Struct,1,8,2.0
LC-MS$^2$Struct,20,8,42.0
Only-MS$^2$,1,8,1.7903225806451613
Only-MS$^2$,20,8,30.092165898617505
LC-MS$^2$Struct,1,1,15.0
LC-MS$^2$Struct,20,1,48.0
Only-MS$^2$,1,1,6.167764361507501
Only-MS$^2$,20,1,29.28028723015001
LC-MS$^2$Struct,1,2,10.0
LC-MS$^2$Struct,20,2,48.0
Only-MS$^2$,1,2,6.167764361507501
Only-MS$^2$,20,2,29.28028723015001
LC-MS$^2$Struct,1,3,8.0
LC-MS$^2$Struct,20,3,50.0
Only-MS$^2$,1,3,6.167764361507501
Only-MS$^2$,20,3,29.28028723015001
LC-MS$^2$Struct,1,4,12.0
LC-MS$^2$Struct,20,4,44.0
Only-MS$^2$,1,4,6.167764361507501
Only-MS$^2$,20,4,29.28028723015001
LC-MS$^2$Struct,1,5,12.0
LC-MS$^2$Struct,20,5,46.0
Only-MS$^2$,1,5,6.167764361507501
Only-MS$^2$,20,5,29.28028723015001
LC-MS$^2$Struct,1,6,10.0
LC-MS$^2$Struct,20,6,46.0
Only-MS$^2$,1,6,6.167764361507501
Only-MS$^2$,20,6,29.28028723015001
LC-MS$^2$Struct,1,7,10.0
LC-MS$^2$Struct,20,7,48.0
Only-MS$^2$,1,7,6.167764361507501
Only-MS$^2$,20,7,29.28028723015001
LC-MS$^2$Struct,1,8,10.0
LC-MS$^2$Struct,20,8,48.0
Only-MS$^2$,1,8,6.167764361507501
Only-MS$^2$,20,8,29.28028723015001
LC-MS$^2$Struct,1,1,15.22222222222222
LC-MS$^2$Struct,20,1,55.99999999999999
Only-MS$^2$,1,1,8.250601800767315
Only-MS$^2$,20,1,36.4232246343591
LC-MS$^2$Struct,1,2,15.22222222222222
LC-MS$^2$Struct,20,2,59.99999999999999
Only-MS$^2$,1,2,8.250601800767315
Only-MS$^2$,20,2,36.4232246343591
LC-MS$^2$Struct,1,3,15.25
LC-MS$^2$Struct,20,3,60.0
Only-MS$^2$,1,3,8.250601800767315
Only-MS$^2$,20,3,36.4232246343591
LC-MS$^2$Struct,1,4,19.0
LC-MS$^2$Struct,20,4,55.99999999999999
Only-MS$^2$,1,4,8.250601800767315
Only-MS$^2$,20,4,36.4232246343591
LC-MS$^2$Struct,1,5,16.0
LC-MS$^2$Struct,20,5,60.0
Only-MS$^2$,1,5,8.250601800767315
Only-MS$^2$,20,5,36.4232246343591
LC-MS$^2$Struct,1,6,14.000000000000002
LC-MS$^2$Struct,20,6,57.99999999999999
Only-MS$^2$,1,6,8.250601800767315
Only-MS$^2$,20,6,36.4232246343591
LC-MS$^2$Struct,1,7,16.0
LC-MS$^2$Struct,20,7,60.0
Only-MS$^2$,1,7,8.250601800767315
Only-MS$^2$,20,7,36.4232246343591
LC-MS$^2$Struct,1,8,18.0
LC-MS$^2$Struct,20,8,57.99999999999999
Only-MS$^2$,1,8,8.250601800767315
Only-MS$^2$,20,8,36.4232246343591
LC-MS$^2$Struct,1,1,18.0
LC-MS$^2$Struct,20,1,47.66666666666668
Only-MS$^2$,1,1,16.578733678852096
Only-MS$^2$,20,1,38.31189683381829
LC-MS$^2$Struct,1,2,20.0
LC-MS$^2$Struct,20,2,52.0
Only-MS$^2$,1,2,16.578733678852096
Only-MS$^2$,20,2,38.31189683381829
LC-MS$^2$Struct,1,3,22.0
LC-MS$^2$Struct,20,3,52.0
Only-MS$^2$,1,3,16.578733678852096
Only-MS$^2$,20,3,38.31189683381829
LC-MS$^2$Struct,1,4,22.0
LC-MS$^2$Struct,20,4,56.00000000000001
Only-MS$^2$,1,4,16.578733678852096
Only-MS$^2$,20,4,38.31189683381829
LC-MS$^2$Struct,1,5,20.0
LC-MS$^2$Struct,20,5,56.00000000000001
Only-MS$^2$,1,5,16.578733678852096
Only-MS$^2$,20,5,38.31189683381829
LC-MS$^2$Struct,1,6,20.0
LC-MS$^2$Struct,20,6,52.0
Only-MS$^2$,1,6,16.578733678852096
Only-MS$^2$,20,6,38.31189683381829
LC-MS$^2$Struct,1,7,20.0
LC-MS$^2$Struct,20,7,56.00000000000001
Only-MS$^2$,1,7,16.578733678852096
Only-MS$^2$,20,7,38.31189683381829
LC-MS$^2$Struct,1,8,20.0
LC-MS$^2$Struct,20,8,54.0
Only-MS$^2$,1,8,16.578733678852096
Only-MS$^2$,20,8,38.31189683381829
LC-MS$^2$Struct,1,1,22.0
LC-MS$^2$Struct,20,1,58.00000000000002
Only-MS$^2$,1,1,17.974876334977512
Only-MS$^2$,20,1,37.76192271360008
LC-MS$^2$Struct,1,2,18.2
LC-MS$^2$Struct,20,2,62.00000000000002
Only-MS$^2$,1,2,17.974876334977512
Only-MS$^2$,20,2,37.76192271360008
LC-MS$^2$Struct,1,3,20.285714285714285
LC-MS$^2$Struct,20,3,57.750000000000014
Only-MS$^2$,1,3,17.974876334977512
Only-MS$^2$,20,3,37.76192271360008
LC-MS$^2$Struct,1,4,18.0
LC-MS$^2$Struct,20,4,59.750000000000014
Only-MS$^2$,1,4,17.974876334977512
Only-MS$^2$,20,4,37.76192271360008
LC-MS$^2$Struct,1,5,16.485714285714288
LC-MS$^2$Struct,20,5,61.750000000000014
Only-MS$^2$,1,5,17.974876334977512
Only-MS$^2$,20,5,37.76192271360008
LC-MS$^2$Struct,1,6,14.485714285714286
LC-MS$^2$Struct,20,6,58.00000000000001
Only-MS$^2$,1,6,17.974876334977512
Only-MS$^2$,20,6,37.76192271360008
LC-MS$^2$Struct,1,7,16.2
LC-MS$^2$Struct,20,7,60.0
Only-MS$^2$,1,7,17.974876334977512
Only-MS$^2$,20,7,37.76192271360008
LC-MS$^2$Struct,1,8,16.485714285714288
LC-MS$^2$Struct,20,8,59.75000000000003
Only-MS$^2$,1,8,17.974876334977512
Only-MS$^2$,20,8,37.76192271360008
LC-MS$^2$Struct,1,1,20.833333333333336
LC-MS$^2$Struct,20,1,60.00000000000001
Only-MS$^2$,1,1,14.626870069258516
Only-MS$^2$,20,1,29.756486498240392
LC-MS$^2$Struct,1,2,20.334843907351463
LC-MS$^2$Struct,20,2,50.03021148036254
Only-MS$^2$,1,2,14.626870069258516
Only-MS$^2$,20,2,29.756486498240392
LC-MS$^2$Struct,1,3,22.0
LC-MS$^2$Struct,20,3,58.00000000000002
Only-MS$^2$,1,3,14.626870069258516
Only-MS$^2$,20,3,29.756486498240392
LC-MS$^2$Struct,1,4,18.25
LC-MS$^2$Struct,20,4,56.00000000000001
Only-MS$^2$,1,4,14.626870069258516
Only-MS$^2$,20,4,29.756486498240392
LC-MS$^2$Struct,1,5,18.0
LC-MS$^2$Struct,20,5,57.99999999999999
Only-MS$^2$,1,5,14.626870069258516
Only-MS$^2$,20,5,29.756486498240392
LC-MS$^2$Struct,1,6,18.0
LC-MS$^2$Struct,20,6,60.0
Only-MS$^2$,1,6,14.626870069258516
Only-MS$^2$,20,6,29.756486498240392
LC-MS$^2$Struct,1,7,20.0
LC-MS$^2$Struct,20,7,56.00000000000001
Only-MS$^2$,1,7,14.626870069258516
Only-MS$^2$,20,7,29.756486498240392
LC-MS$^2$Struct,1,8,18.0
LC-MS$^2$Struct,20,8,56.00000000000001
Only-MS$^2$,1,8,14.626870069258516
Only-MS$^2$,20,8,29.756486498240392
LC-MS$^2$Struct,1,1,10.4
LC-MS$^2$Struct,20,1,61.99999999999999
Only-MS$^2$,1,1,11.727224859732411
Only-MS$^2$,20,1,39.85080483671566
LC-MS$^2$Struct,1,2,16.0
LC-MS$^2$Struct,20,2,61.49999999999999
Only-MS$^2$,1,2,11.727224859732411
Only-MS$^2$,20,2,39.85080483671566
LC-MS$^2$Struct,1,3,16.0
LC-MS$^2$Struct,20,3,62.85714285714285
Only-MS$^2$,1,3,11.727224859732411
Only-MS$^2$,20,3,39.85080483671566
LC-MS$^2$Struct,1,4,16.0
LC-MS$^2$Struct,20,4,62.35714285714285
Only-MS$^2$,1,4,11.727224859732411
Only-MS$^2$,20,4,39.85080483671566
LC-MS$^2$Struct,1,5,16.0
LC-MS$^2$Struct,20,5,61.142857142857146
Only-MS$^2$,1,5,11.727224859732411
Only-MS$^2$,20,5,39.85080483671566
LC-MS$^2$Struct,1,6,14.000000000000002
LC-MS$^2$Struct,20,6,59.14285714285714
Only-MS$^2$,1,6,11.727224859732411
Only-MS$^2$,20,6,39.85080483671566
LC-MS$^2$Struct,1,7,16.0
LC-MS$^2$Struct,20,7,57.99999999999999
Only-MS$^2$,1,7,11.727224859732411
Only-MS$^2$,20,7,39.85080483671566
LC-MS$^2$Struct,1,8,20.0
LC-MS$^2$Struct,20,8,57.99999999999999
Only-MS$^2$,1,8,11.727224859732411
Only-MS$^2$,20,8,39.85080483671566
LC-MS$^2$Struct,1,1,23.0
LC-MS$^2$Struct,20,1,54.00000000000003
Only-MS$^2$,1,1,16.141135058795015
Only-MS$^2$,20,1,36.16637415882173
LC-MS$^2$Struct,1,2,22.0
LC-MS$^2$Struct,20,2,58.00000000000003
Only-MS$^2$,1,2,16.141135058795015
Only-MS$^2$,20,2,36.16637415882173
LC-MS$^2$Struct,1,3,22.0
LC-MS$^2$Struct,20,3,56.00000000000003
Only-MS$^2$,1,3,16.141135058795015
Only-MS$^2$,20,3,36.16637415882173
LC-MS$^2$Struct,1,4,20.0
LC-MS$^2$Struct,20,4,50.00000000000004
Only-MS$^2$,1,4,16.141135058795015
Only-MS$^2$,20,4,36.16637415882173
LC-MS$^2$Struct,1,5,22.25
LC-MS$^2$Struct,20,5,56.00000000000003
Only-MS$^2$,1,5,16.141135058795015
Only-MS$^2$,20,5,36.16637415882173
LC-MS$^2$Struct,1,6,20.25
LC-MS$^2$Struct,20,6,52.00000000000002
Only-MS$^2$,1,6,16.141135058795015
Only-MS$^2$,20,6,36.16637415882173
LC-MS$^2$Struct,1,7,18.25
LC-MS$^2$Struct,20,7,54.00000000000003
Only-MS$^2$,1,7,16.141135058795015
Only-MS$^2$,20,7,36.16637415882173
LC-MS$^2$Struct,1,8,20.25
LC-MS$^2$Struct,20,8,54.00000000000003
Only-MS$^2$,1,8,16.141135058795015
Only-MS$^2$,20,8,36.16637415882173
LC-MS$^2$Struct,1,1,16.25
LC-MS$^2$Struct,20,1,44.65454545454547
Only-MS$^2$,1,1,4.530390016051031
Only-MS$^2$,20,1,18.808151762858788
LC-MS$^2$Struct,1,2,14.249999999999998
LC-MS$^2$Struct,20,2,43.99999999999999
Only-MS$^2$,1,2,4.530390016051031
Only-MS$^2$,20,2,18.808151762858788
LC-MS$^2$Struct,1,3,12.25
LC-MS$^2$Struct,20,3,50.6923076923077
Only-MS$^2$,1,3,4.530390016051031
Only-MS$^2$,20,3,18.808151762858788
LC-MS$^2$Struct,1,4,10.25
LC-MS$^2$Struct,20,4,48.47619047619048
Only-MS$^2$,1,4,4.530390016051031
Only-MS$^2$,20,4,18.808151762858788
LC-MS$^2$Struct,1,5,14.249999999999998
LC-MS$^2$Struct,20,5,50.0
Only-MS$^2$,1,5,4.530390016051031
Only-MS$^2$,20,5,18.808151762858788
LC-MS$^2$Struct,1,6,14.249999999999998
LC-MS$^2$Struct,20,6,48.0
Only-MS$^2$,1,6,4.530390016051031
Only-MS$^2$,20,6,18.808151762858788
LC-MS$^2$Struct,1,7,12.25
LC-MS$^2$Struct,20,7,50.0
Only-MS$^2$,1,7,4.530390016051031
Only-MS$^2$,20,7,18.808151762858788
LC-MS$^2$Struct,1,8,12.25
LC-MS$^2$Struct,20,8,50.0
Only-MS$^2$,1,8,4.530390016051031
Only-MS$^2$,20,8,18.808151762858788
LC-MS$^2$Struct,1,1,16.4
LC-MS$^2$Struct,20,1,60.18181818181817
Only-MS$^2$,1,1,12.015304475867216
Only-MS$^2$,20,1,38.89735393242001
LC-MS$^2$Struct,1,2,16.0
LC-MS$^2$Struct,20,2,57.99999999999999
Only-MS$^2$,1,2,12.015304475867216
Only-MS$^2$,20,2,38.89735393242001
LC-MS$^2$Struct,1,3,14.000000000000002
LC-MS$^2$Struct,20,3,64.00000000000001
Only-MS$^2$,1,3,12.015304475867216
Only-MS$^2$,20,3,38.89735393242001
LC-MS$^2$Struct,1,4,14.000000000000002
LC-MS$^2$Struct,20,4,64.0
Only-MS$^2$,1,4,12.015304475867216
Only-MS$^2$,20,4,38.89735393242001
LC-MS$^2$Struct,1,5,16.0
LC-MS$^2$Struct,20,5,62.0
Only-MS$^2$,1,5,12.015304475867216
Only-MS$^2$,20,5,38.89735393242001
LC-MS$^2$Struct,1,6,20.0
LC-MS$^2$Struct,20,6,64.0
Only-MS$^2$,1,6,12.015304475867216
Only-MS$^2$,20,6,38.89735393242001
LC-MS$^2$Struct,1,7,24.0
LC-MS$^2$Struct,20,7,66.0
Only-MS$^2$,1,7,12.015304475867216
Only-MS$^2$,20,7,38.89735393242001
LC-MS$^2$Struct,1,8,22.0
LC-MS$^2$Struct,20,8,66.0
Only-MS$^2$,1,8,12.015304475867216
Only-MS$^2$,20,8,38.89735393242001
LC-MS$^2$Struct,1,1,16.285714285714285
LC-MS$^2$Struct,20,1,54.94545454545452
Only-MS$^2$,1,1,13.90362273331644
Only-MS$^2$,20,1,33.160982143507496
LC-MS$^2$Struct,1,2,16.0
LC-MS$^2$Struct,20,2,59.99999999999998
Only-MS$^2$,1,2,13.90362273331644
Only-MS$^2$,20,2,33.160982143507496
LC-MS$^2$Struct,1,3,16.25
LC-MS$^2$Struct,20,3,61.99999999999999
Only-MS$^2$,1,3,13.90362273331644
Only-MS$^2$,20,3,33.160982143507496
LC-MS$^2$Struct,1,4,16.0
LC-MS$^2$Struct,20,4,61.99999999999999
Only-MS$^2$,1,4,13.90362273331644
Only-MS$^2$,20,4,33.160982143507496
LC-MS$^2$Struct,1,5,18.0
LC-MS$^2$Struct,20,5,59.428571428571416
Only-MS$^2$,1,5,13.90362273331644
Only-MS$^2$,20,5,33.160982143507496
LC-MS$^2$Struct,1,6,18.0
LC-MS$^2$Struct,20,6,61.42857142857142
Only-MS$^2$,1,6,13.90362273331644
Only-MS$^2$,20,6,33.160982143507496
LC-MS$^2$Struct,1,7,18.0
LC-MS$^2$Struct,20,7,61.42857142857142
Only-MS$^2$,1,7,13.90362273331644
Only-MS$^2$,20,7,33.160982143507496
LC-MS$^2$Struct,1,8,18.0
LC-MS$^2$Struct,20,8,60.0
Only-MS$^2$,1,8,13.90362273331644
Only-MS$^2$,20,8,33.160982143507496
LC-MS$^2$Struct,1,1,26.25
LC-MS$^2$Struct,20,1,48.000000000000014
Only-MS$^2$,1,1,16.431164292708843
Only-MS$^2$,20,1,31.10813433902539
LC-MS$^2$Struct,1,2,22.25
LC-MS$^2$Struct,20,2,50.000000000000014
Only-MS$^2$,1,2,16.431164292708843
Only-MS$^2$,20,2,31.10813433902539
LC-MS$^2$Struct,1,3,22.25
LC-MS$^2$Struct,20,3,50.000000000000014
Only-MS$^2$,1,3,16.431164292708843
Only-MS$^2$,20,3,31.10813433902539
LC-MS$^2$Struct,1,4,22.25
LC-MS$^2$Struct,20,4,50.000000000000014
Only-MS$^2$,1,4,16.431164292708843
Only-MS$^2$,20,4,31.10813433902539
LC-MS$^2$Struct,1,5,22.25
LC-MS$^2$Struct,20,5,48.000000000000014
Only-MS$^2$,1,5,16.431164292708843
Only-MS$^2$,20,5,31.10813433902539
LC-MS$^2$Struct,1,6,24.25
LC-MS$^2$Struct,20,6,48.000000000000014
Only-MS$^2$,1,6,16.431164292708843
Only-MS$^2$,20,6,31.10813433902539
LC-MS$^2$Struct,1,7,22.25
LC-MS$^2$Struct,20,7,50.000000000000014
Only-MS$^2$,1,7,16.431164292708843
Only-MS$^2$,20,7,31.10813433902539
LC-MS$^2$Struct,1,8,22.25
LC-MS$^2$Struct,20,8,50.000000000000014
Only-MS$^2$,1,8,16.431164292708843
Only-MS$^2$,20,8,31.10813433902539
LC-MS$^2$Struct,1,1,8.75
LC-MS$^2$Struct,20,1,60.00000000000001
Only-MS$^2$,1,1,14.094864397814218
Only-MS$^2$,20,1,38.41511544035499
LC-MS$^2$Struct,1,2,14.000000000000002
LC-MS$^2$Struct,20,2,57.99999999999999
Only-MS$^2$,1,2,14.094864397814218
Only-MS$^2$,20,2,38.41511544035499
LC-MS$^2$Struct,1,3,14.249999999999998
LC-MS$^2$Struct,20,3,58.00000000000002
Only-MS$^2$,1,3,14.094864397814218
Only-MS$^2$,20,3,38.41511544035499
LC-MS$^2$Struct,1,4,12.25
LC-MS$^2$Struct,20,4,58.00000000000002
Only-MS$^2$,1,4,14.094864397814218
Only-MS$^2$,20,4,38.41511544035499
LC-MS$^2$Struct,1,5,12.5
LC-MS$^2$Struct,20,5,62.000000000000014
Only-MS$^2$,1,5,14.094864397814218
Only-MS$^2$,20,5,38.41511544035499
LC-MS$^2$Struct,1,6,14.499999999999998
LC-MS$^2$Struct,20,6,56.000000000000014
Only-MS$^2$,1,6,14.094864397814218
Only-MS$^2$,20,6,38.41511544035499
LC-MS$^2$Struct,1,7,14.833333333333334
LC-MS$^2$Struct,20,7,60.00000000000001
Only-MS$^2$,1,7,14.094864397814218
Only-MS$^2$,20,7,38.41511544035499
LC-MS$^2$Struct,1,8,12.5
LC-MS$^2$Struct,20,8,64.00000000000001
Only-MS$^2$,1,8,14.094864397814218
Only-MS$^2$,20,8,38.41511544035499
LC-MS$^2$Struct,1,1,13.001197604790422
LC-MS$^2$Struct,20,1,46.63933671119301
Only-MS$^2$,1,1,5.538851252152673
Only-MS$^2$,20,1,30.50779495133204
LC-MS$^2$Struct,1,2,10.0
LC-MS$^2$Struct,20,2,46.8
Only-MS$^2$,1,2,5.538851252152673
Only-MS$^2$,20,2,30.50779495133204
LC-MS$^2$Struct,1,3,10.0
LC-MS$^2$Struct,20,3,48.00000000000004
Only-MS$^2$,1,3,5.538851252152673
Only-MS$^2$,20,3,30.50779495133204
LC-MS$^2$Struct,1,4,10.333333333333334
LC-MS$^2$Struct,20,4,47.40000000000003
Only-MS$^2$,1,4,5.538851252152673
Only-MS$^2$,20,4,30.50779495133204
LC-MS$^2$Struct,1,5,10.0
LC-MS$^2$Struct,20,5,49.60000000000003
Only-MS$^2$,1,5,5.538851252152673
Only-MS$^2$,20,5,30.50779495133204
LC-MS$^2$Struct,1,6,12.0
LC-MS$^2$Struct,20,6,49.80000000000003
Only-MS$^2$,1,6,5.538851252152673
Only-MS$^2$,20,6,30.50779495133204
LC-MS$^2$Struct,1,7,12.0
LC-MS$^2$Struct,20,7,49.80000000000003
Only-MS$^2$,1,7,5.538851252152673
Only-MS$^2$,20,7,30.50779495133204
LC-MS$^2$Struct,1,8,12.0
LC-MS$^2$Struct,20,8,51.51428571428575
Only-MS$^2$,1,8,5.538851252152673
Only-MS$^2$,20,8,30.50779495133204
LC-MS$^2$Struct,1,1,8.83449074074074
LC-MS$^2$Struct,20,1,52.02314814814814
Only-MS$^2$,1,1,9.475594381920564
Only-MS$^2$,20,1,28.41536822074287
LC-MS$^2$Struct,1,2,8.891887125220459
LC-MS$^2$Struct,20,2,50.12345679012344
Only-MS$^2$,1,2,9.475594381920564
Only-MS$^2$,20,2,28.41536822074287
LC-MS$^2$Struct,1,3,8.0
LC-MS$^2$Struct,20,3,54.00000000000003
Only-MS$^2$,1,3,9.475594381920564
Only-MS$^2$,20,3,28.41536822074287
LC-MS$^2$Struct,1,4,10.0
LC-MS$^2$Struct,20,4,52.00000000000002
Only-MS$^2$,1,4,9.475594381920564
Only-MS$^2$,20,4,28.41536822074287
LC-MS$^2$Struct,1,5,10.0
LC-MS$^2$Struct,20,5,54.00000000000003
Only-MS$^2$,1,5,9.475594381920564
Only-MS$^2$,20,5,28.41536822074287
LC-MS$^2$Struct,1,6,12.0
LC-MS$^2$Struct,20,6,54.00000000000003
Only-MS$^2$,1,6,9.475594381920564
Only-MS$^2$,20,6,28.41536822074287
LC-MS$^2$Struct,1,7,10.0
LC-MS$^2$Struct,20,7,56.000000000000014
Only-MS$^2$,1,7,9.475594381920564
Only-MS$^2$,20,7,28.41536822074287
LC-MS$^2$Struct,1,8,10.0
LC-MS$^2$Struct,20,8,52.00000000000002
Only-MS$^2$,1,8,9.475594381920564
Only-MS$^2$,20,8,28.41536822074287
LC-MS$^2$Struct,1,1,14.472222222222223
LC-MS$^2$Struct,20,1,49.60000000000001
Only-MS$^2$,1,1,9.25979309054098
Only-MS$^2$,20,1,28.487387874437776
LC-MS$^2$Struct,1,2,14.472222222222223
LC-MS$^2$Struct,20,2,48.00000000000002
Only-MS$^2$,1,2,9.25979309054098
Only-MS$^2$,20,2,28.487387874437776
LC-MS$^2$Struct,1,3,16.0
LC-MS$^2$Struct,20,3,54.57142857142858
Only-MS$^2$,1,3,9.25979309054098
Only-MS$^2$,20,3,28.487387874437776
LC-MS$^2$Struct,1,4,20.0
LC-MS$^2$Struct,20,4,56.000000000000014
Only-MS$^2$,1,4,9.25979309054098
Only-MS$^2$,20,4,28.487387874437776
LC-MS$^2$Struct,1,5,16.0
LC-MS$^2$Struct,20,5,56.000000000000014
Only-MS$^2$,1,5,9.25979309054098
Only-MS$^2$,20,5,28.487387874437776
LC-MS$^2$Struct,1,6,16.0
LC-MS$^2$Struct,20,6,55.000000000000014
Only-MS$^2$,1,6,9.25979309054098
Only-MS$^2$,20,6,28.487387874437776
LC-MS$^2$Struct,1,7,16.0
LC-MS$^2$Struct,20,7,54.28571428571429
Only-MS$^2$,1,7,9.25979309054098
Only-MS$^2$,20,7,28.487387874437776
LC-MS$^2$Struct,1,8,16.0
LC-MS$^2$Struct,20,8,54.28571428571431
Only-MS$^2$,1,8,9.25979309054098
Only-MS$^2$,20,8,28.487387874437776
LC-MS$^2$Struct,1,1,16.4
LC-MS$^2$Struct,20,1,58.00000000000002
Only-MS$^2$,1,1,9.130220089878694
Only-MS$^2$,20,1,32.36283711537834
LC-MS$^2$Struct,1,2,14.000000000000002
LC-MS$^2$Struct,20,2,58.00000000000002
Only-MS$^2$,1,2,9.130220089878694
Only-MS$^2$,20,2,32.36283711537834
LC-MS$^2$Struct,1,3,14.000000000000002
LC-MS$^2$Struct,20,3,58.00000000000002
Only-MS$^2$,1,3,9.130220089878694
Only-MS$^2$,20,3,32.36283711537834
LC-MS$^2$Struct,1,4,22.0
LC-MS$^2$Struct,20,4,58.00000000000002
Only-MS$^2$,1,4,9.130220089878694
Only-MS$^2$,20,4,32.36283711537834
LC-MS$^2$Struct,1,5,16.0
LC-MS$^2$Struct,20,5,58.00000000000002
Only-MS$^2$,1,5,9.130220089878694
Only-MS$^2$,20,5,32.36283711537834
