scoring_method,k,n_models,top_k_acc
Only-MS$^2$,1,2,11.047619047619047
Only-MS$^2$,20,2,52.95238095238097
LC-MS$^2$Struct,1,3,10.0
LC-MS$^2$Struct,20,3,57.99999999999999
Only-MS$^2$,1,3,11.047619047619047
Only-MS$^2$,20,3,52.95238095238097
LC-MS$^2$Struct,1,4,10.0
LC-MS$^2$Struct,20,4,57.99999999999999
Only-MS$^2$,1,4,11.047619047619047
Only-MS$^2$,20,4,52.95238095238097
LC-MS$^2$Struct,1,5,12.0
LC-MS$^2$Struct,20,5,57.99999999999999
Only-MS$^2$,1,5,11.047619047619047
Only-MS$^2$,20,5,52.95238095238097
LC-MS$^2$Struct,1,6,10.0
LC-MS$^2$Struct,20,6,57.99999999999999
Only-MS$^2$,1,6,11.047619047619047
Only-MS$^2$,20,6,52.95238095238097
LC-MS$^2$Struct,1,7,8.0
LC-MS$^2$Struct,20,7,57.99999999999999
Only-MS$^2$,1,7,11.047619047619047
Only-MS$^2$,20,7,52.95238095238097
LC-MS$^2$Struct,1,8,8.0
LC-MS$^2$Struct,20,8,57.99999999999999
Only-MS$^2$,1,8,11.047619047619047
Only-MS$^2$,20,8,52.95238095238097
LC-MS$^2$Struct,1,1,4.666666666666666
LC-MS$^2$Struct,20,1,62.0
Only-MS$^2$,1,1,3.805194805194805
Only-MS$^2$,20,1,53.80759980759983
LC-MS$^2$Struct,1,2,4.0
LC-MS$^2$Struct,20,2,60.0
Only-MS$^2$,1,2,3.805194805194805
Only-MS$^2$,20,2,53.80759980759983
LC-MS$^2$Struct,1,3,10.0
LC-MS$^2$Struct,20,3,60.0
Only-MS$^2$,1,3,3.805194805194805
Only-MS$^2$,20,3,53.80759980759983
LC-MS$^2$Struct,1,4,8.0
LC-MS$^2$Struct,20,4,64.0
Only-MS$^2$,1,4,3.805194805194805
Only-MS$^2$,20,4,53.80759980759983
LC-MS$^2$Struct,1,5,6.0
LC-MS$^2$Struct,20,5,64.0
Only-MS$^2$,1,5,3.805194805194805
Only-MS$^2$,20,5,53.80759980759983
LC-MS$^2$Struct,1,6,6.0
LC-MS$^2$Struct,20,6,62.0
Only-MS$^2$,1,6,3.805194805194805
Only-MS$^2$,20,6,53.80759980759983
LC-MS$^2$Struct,1,7,6.0
LC-MS$^2$Struct,20,7,62.0
Only-MS$^2$,1,7,3.805194805194805
Only-MS$^2$,20,7,53.80759980759983
LC-MS$^2$Struct,1,8,6.0
LC-MS$^2$Struct,20,8,62.0
Only-MS$^2$,1,8,3.805194805194805
Only-MS$^2$,20,8,53.80759980759983
LC-MS$^2$Struct,1,1,12.0
LC-MS$^2$Struct,20,1,62.0
Only-MS$^2$,1,1,7.7142857142857135
Only-MS$^2$,20,1,56.95238095238098
LC-MS$^2$Struct,1,2,12.0
LC-MS$^2$Struct,20,2,64.0
Only-MS$^2$,1,2,7.7142857142857135
Only-MS$^2$,20,2,56.95238095238098
LC-MS$^2$Struct,1,3,10.0
LC-MS$^2$Struct,20,3,64.0
Only-MS$^2$,1,3,7.7142857142857135
Only-MS$^2$,20,3,56.95238095238098
LC-MS$^2$Struct,1,4,12.0
LC-MS$^2$Struct,20,4,64.0
Only-MS$^2$,1,4,7.7142857142857135
Only-MS$^2$,20,4,56.95238095238098
LC-MS$^2$Struct,1,5,10.0
LC-MS$^2$Struct,20,5,64.0
Only-MS$^2$,1,5,7.7142857142857135
Only-MS$^2$,20,5,56.95238095238098
LC-MS$^2$Struct,1,6,10.0
LC-MS$^2$Struct,20,6,64.0
Only-MS$^2$,1,6,7.7142857142857135
Only-MS$^2$,20,6,56.95238095238098
LC-MS$^2$Struct,1,7,10.0
LC-MS$^2$Struct,20,7,60.0
Only-MS$^2$,1,7,7.7142857142857135
Only-MS$^2$,20,7,56.95238095238098
LC-MS$^2$Struct,1,8,10.0
LC-MS$^2$Struct,20,8,60.0
Only-MS$^2$,1,8,7.7142857142857135
Only-MS$^2$,20,8,56.95238095238098
LC-MS$^2$Struct,1,1,8.0
LC-MS$^2$Struct,20,1,68.0
Only-MS$^2$,1,1,4.714285714285714
Only-MS$^2$,20,1,49.98941798941797
LC-MS$^2$Struct,1,2,12.0
LC-MS$^2$Struct,20,2,72.0
Only-MS$^2$,1,2,4.714285714285714
Only-MS$^2$,20,2,49.98941798941797
LC-MS$^2$Struct,1,3,14.000000000000002
LC-MS$^2$Struct,20,3,68.0
Only-MS$^2$,1,3,4.714285714285714
Only-MS$^2$,20,3,49.98941798941797
LC-MS$^2$Struct,1,4,12.0
LC-MS$^2$Struct,20,4,68.0
Only-MS$^2$,1,4,4.714285714285714
Only-MS$^2$,20,4,49.98941798941797
LC-MS$^2$Struct,1,5,14.000000000000002
LC-MS$^2$Struct,20,5,72.0
Only-MS$^2$,1,5,4.714285714285714
Only-MS$^2$,20,5,49.98941798941797
LC-MS$^2$Struct,1,6,10.0
LC-MS$^2$Struct,20,6,70.0
Only-MS$^2$,1,6,4.714285714285714
Only-MS$^2$,20,6,49.98941798941797
LC-MS$^2$Struct,1,7,12.0
LC-MS$^2$Struct,20,7,68.0
Only-MS$^2$,1,7,4.714285714285714
Only-MS$^2$,20,7,49.98941798941797
LC-MS$^2$Struct,1,8,10.0
LC-MS$^2$Struct,20,8,68.0
Only-MS$^2$,1,8,4.714285714285714
Only-MS$^2$,20,8,49.98941798941797
LC-MS$^2$Struct,1,1,16.0
LC-MS$^2$Struct,20,1,60.0
Only-MS$^2$,1,1,10.757575757575758
Only-MS$^2$,20,1,50.85521885521882
LC-MS$^2$Struct,1,2,14.000000000000002
LC-MS$^2$Struct,20,2,60.0
Only-MS$^2$,1,2,10.757575757575758
Only-MS$^2$,20,2,50.85521885521882
LC-MS$^2$Struct,1,3,16.0
LC-MS$^2$Struct,20,3,62.0
Only-MS$^2$,1,3,10.757575757575758
Only-MS$^2$,20,3,50.85521885521882
LC-MS$^2$Struct,1,4,16.0
LC-MS$^2$Struct,20,4,66.0
Only-MS$^2$,1,4,10.757575757575758
Only-MS$^2$,20,4,50.85521885521882
LC-MS$^2$Struct,1,5,16.0
LC-MS$^2$Struct,20,5,66.0
Only-MS$^2$,1,5,10.757575757575758
Only-MS$^2$,20,5,50.85521885521882
LC-MS$^2$Struct,1,6,12.0
LC-MS$^2$Struct,20,6,64.0
Only-MS$^2$,1,6,10.757575757575758
Only-MS$^2$,20,6,50.85521885521882
LC-MS$^2$Struct,1,7,14.000000000000002
LC-MS$^2$Struct,20,7,64.0
Only-MS$^2$,1,7,10.757575757575758
Only-MS$^2$,20,7,50.85521885521882
LC-MS$^2$Struct,1,8,16.0
LC-MS$^2$Struct,20,8,62.0
Only-MS$^2$,1,8,10.757575757575758
Only-MS$^2$,20,8,50.85521885521882
LC-MS$^2$Struct,1,1,12.0
LC-MS$^2$Struct,20,1,74.0
Only-MS$^2$,1,1,8.0
Only-MS$^2$,20,1,66.0
LC-MS$^2$Struct,1,2,16.0
LC-MS$^2$Struct,20,2,70.0
Only-MS$^2$,1,2,8.0
Only-MS$^2$,20,2,66.0
LC-MS$^2$Struct,1,3,14.000000000000002
LC-MS$^2$Struct,20,3,72.0
Only-MS$^2$,1,3,8.0
Only-MS$^2$,20,3,66.0
LC-MS$^2$Struct,1,4,12.0
LC-MS$^2$Struct,20,4,72.0
Only-MS$^2$,1,4,8.0
Only-MS$^2$,20,4,66.0
LC-MS$^2$Struct,1,5,12.0
LC-MS$^2$Struct,20,5,72.0
Only-MS$^2$,1,5,8.0
Only-MS$^2$,20,5,66.0
LC-MS$^2$Struct,1,6,10.0
LC-MS$^2$Struct,20,6,72.0
Only-MS$^2$,1,6,8.0
Only-MS$^2$,20,6,66.0
LC-MS$^2$Struct,1,7,10.0
LC-MS$^2$Struct,20,7,72.0
Only-MS$^2$,1,7,8.0
Only-MS$^2$,20,7,66.0
LC-MS$^2$Struct,1,8,10.0
LC-MS$^2$Struct,20,8,72.0
Only-MS$^2$,1,8,8.0
Only-MS$^2$,20,8,66.0
LC-MS$^2$Struct,1,1,18.0
LC-MS$^2$Struct,20,1,72.0
Only-MS$^2$,1,1,7.000000000000001
Only-MS$^2$,20,1,63.99999999999999
LC-MS$^2$Struct,1,2,18.0
LC-MS$^2$Struct,20,2,72.0
Only-MS$^2$,1,2,7.000000000000001
Only-MS$^2$,20,2,63.99999999999999
LC-MS$^2$Struct,1,3,14.000000000000002
LC-MS$^2$Struct,20,3,74.0
Only-MS$^2$,1,3,7.000000000000001
Only-MS$^2$,20,3,63.99999999999999
LC-MS$^2$Struct,1,4,12.0
LC-MS$^2$Struct,20,4,76.0
Only-MS$^2$,1,4,7.000000000000001
Only-MS$^2$,20,4,63.99999999999999
LC-MS$^2$Struct,1,5,14.000000000000002
LC-MS$^2$Struct,20,5,76.0
Only-MS$^2$,1,5,7.000000000000001
Only-MS$^2$,20,5,63.99999999999999
LC-MS$^2$Struct,1,6,14.000000000000002
LC-MS$^2$Struct,20,6,76.0
Only-MS$^2$,1,6,7.000000000000001
Only-MS$^2$,20,6,63.99999999999999
LC-MS$^2$Struct,1,7,10.0
LC-MS$^2$Struct,20,7,76.0
Only-MS$^2$,1,7,7.000000000000001
Only-MS$^2$,20,7,63.99999999999999
LC-MS$^2$Struct,1,8,12.0
LC-MS$^2$Struct,20,8,76.0
Only-MS$^2$,1,8,7.000000000000001
Only-MS$^2$,20,8,63.99999999999999
LC-MS$^2$Struct,1,1,10.0
LC-MS$^2$Struct,20,1,62.0
Only-MS$^2$,1,1,9.090909090909092
Only-MS$^2$,20,1,62.85521885521885
LC-MS$^2$Struct,1,2,14.000000000000002
LC-MS$^2$Struct,20,2,60.0
Only-MS$^2$,1,2,9.090909090909092
Only-MS$^2$,20,2,62.85521885521885
LC-MS$^2$Struct,1,3,12.0
LC-MS$^2$Struct,20,3,62.0
Only-MS$^2$,1,3,9.090909090909092
Only-MS$^2$,20,3,62.85521885521885
LC-MS$^2$Struct,1,4,16.0
LC-MS$^2$Struct,20,4,62.0
Only-MS$^2$,1,4,9.090909090909092
Only-MS$^2$,20,4,62.85521885521885
LC-MS$^2$Struct,1,5,16.0
LC-MS$^2$Struct,20,5,66.0
Only-MS$^2$,1,5,9.090909090909092
Only-MS$^2$,20,5,62.85521885521885
LC-MS$^2$Struct,1,6,18.0
LC-MS$^2$Struct,20,6,68.0
Only-MS$^2$,1,6,9.090909090909092
Only-MS$^2$,20,6,62.85521885521885
LC-MS$^2$Struct,1,7,18.0
LC-MS$^2$Struct,20,7,68.0
Only-MS$^2$,1,7,9.090909090909092
Only-MS$^2$,20,7,62.85521885521885
LC-MS$^2$Struct,1,8,18.0
LC-MS$^2$Struct,20,8,68.0
Only-MS$^2$,1,8,9.090909090909092
Only-MS$^2$,20,8,62.85521885521885
LC-MS$^2$Struct,1,1,11.0
LC-MS$^2$Struct,20,1,54.0
Only-MS$^2$,1,1,5.0
Only-MS$^2$,20,1,49.99999999999999
LC-MS$^2$Struct,1,2,13.0
LC-MS$^2$Struct,20,2,52.0
Only-MS$^2$,1,2,5.0
Only-MS$^2$,20,2,49.99999999999999
LC-MS$^2$Struct,1,3,11.0
LC-MS$^2$Struct,20,3,52.0
Only-MS$^2$,1,3,5.0
Only-MS$^2$,20,3,49.99999999999999
LC-MS$^2$Struct,1,4,11.0
LC-MS$^2$Struct,20,4,52.0
Only-MS$^2$,1,4,5.0
Only-MS$^2$,20,4,49.99999999999999
LC-MS$^2$Struct,1,5,11.0
LC-MS$^2$Struct,20,5,52.0
Only-MS$^2$,1,5,5.0
Only-MS$^2$,20,5,49.99999999999999
LC-MS$^2$Struct,1,6,11.0
LC-MS$^2$Struct,20,6,52.0
Only-MS$^2$,1,6,5.0
Only-MS$^2$,20,6,49.99999999999999
LC-MS$^2$Struct,1,7,11.0
LC-MS$^2$Struct,20,7,52.0
Only-MS$^2$,1,7,5.0
Only-MS$^2$,20,7,49.99999999999999
LC-MS$^2$Struct,1,8,11.0
LC-MS$^2$Struct,20,8,54.0
Only-MS$^2$,1,8,5.0
Only-MS$^2$,20,8,49.99999999999999
LC-MS$^2$Struct,1,1,7.000000000000001
LC-MS$^2$Struct,20,1,57.99999999999999
Only-MS$^2$,1,1,3.6666666666666665
Only-MS$^2$,20,1,51.99999999999999
LC-MS$^2$Struct,1,2,9.0
LC-MS$^2$Struct,20,2,54.0
Only-MS$^2$,1,2,3.6666666666666665
Only-MS$^2$,20,2,51.99999999999999
LC-MS$^2$Struct,1,3,7.000000000000001
LC-MS$^2$Struct,20,3,54.0
Only-MS$^2$,1,3,3.6666666666666665
Only-MS$^2$,20,3,51.99999999999999
LC-MS$^2$Struct,1,4,7.000000000000001
LC-MS$^2$Struct,20,4,54.0
Only-MS$^2$,1,4,3.6666666666666665
Only-MS$^2$,20,4,51.99999999999999
LC-MS$^2$Struct,1,5,9.0
LC-MS$^2$Struct,20,5,56.00000000000001
Only-MS$^2$,1,5,3.6666666666666665
Only-MS$^2$,20,5,51.99999999999999
LC-MS$^2$Struct,1,6,11.0
LC-MS$^2$Struct,20,6,57.99999999999999
Only-MS$^2$,1,6,3.6666666666666665
Only-MS$^2$,20,6,51.99999999999999
LC-MS$^2$Struct,1,7,11.0
LC-MS$^2$Struct,20,7,57.99999999999999
Only-MS$^2$,1,7,3.6666666666666665
Only-MS$^2$,20,7,51.99999999999999
LC-MS$^2$Struct,1,8,9.0
LC-MS$^2$Struct,20,8,57.99999999999999
Only-MS$^2$,1,8,3.6666666666666665
Only-MS$^2$,20,8,51.99999999999999
LC-MS$^2$Struct,1,1,13.0
LC-MS$^2$Struct,20,1,64.0
Only-MS$^2$,1,1,7.000000000000001
Only-MS$^2$,20,1,53.99999999999999
LC-MS$^2$Struct,1,2,13.0
LC-MS$^2$Struct,20,2,66.0
Only-MS$^2$,1,2,7.000000000000001
Only-MS$^2$,20,2,53.99999999999999
LC-MS$^2$Struct,1,3,13.0
LC-MS$^2$Struct,20,3,64.0
Only-MS$^2$,1,3,7.000000000000001
Only-MS$^2$,20,3,53.99999999999999
LC-MS$^2$Struct,1,4,11.0
LC-MS$^2$Struct,20,4,60.0
Only-MS$^2$,1,4,7.000000000000001
Only-MS$^2$,20,4,53.99999999999999
LC-MS$^2$Struct,1,5,11.0
LC-MS$^2$Struct,20,5,62.0
Only-MS$^2$,1,5,7.000000000000001
Only-MS$^2$,20,5,53.99999999999999
LC-MS$^2$Struct,1,6,11.0
LC-MS$^2$Struct,20,6,62.0
Only-MS$^2$,1,6,7.000000000000001
Only-MS$^2$,20,6,53.99999999999999
LC-MS$^2$Struct,1,7,11.0
LC-MS$^2$Struct,20,7,64.0
Only-MS$^2$,1,7,7.000000000000001
Only-MS$^2$,20,7,53.99999999999999
LC-MS$^2$Struct,1,8,11.0
LC-MS$^2$Struct,20,8,66.0
Only-MS$^2$,1,8,7.000000000000001
Only-MS$^2$,20,8,53.99999999999999
LC-MS$^2$Struct,1,1,3.0
LC-MS$^2$Struct,20,1,64.0
Only-MS$^2$,1,1,2.0
Only-MS$^2$,20,1,49.99999999999999
LC-MS$^2$Struct,1,2,1.0
LC-MS$^2$Struct,20,2,60.0
Only-MS$^2$,1,2,2.0
Only-MS$^2$,20,2,49.99999999999999
LC-MS$^2$Struct,1,3,1.0
LC-MS$^2$Struct,20,3,62.0
Only-MS$^2$,1,3,2.0
Only-MS$^2$,20,3,49.99999999999999
LC-MS$^2$Struct,1,4,3.0
LC-MS$^2$Struct,20,4,60.0
Only-MS$^2$,1,4,2.0
Only-MS$^2$,20,4,49.99999999999999
LC-MS$^2$Struct,1,5,5.0
LC-MS$^2$Struct,20,5,57.99999999999999
Only-MS$^2$,1,5,2.0
Only-MS$^2$,20,5,49.99999999999999
LC-MS$^2$Struct,1,6,5.0
LC-MS$^2$Struct,20,6,60.0
Only-MS$^2$,1,6,2.0
Only-MS$^2$,20,6,49.99999999999999
LC-MS$^2$Struct,1,7,7.000000000000001
LC-MS$^2$Struct,20,7,57.99999999999999
Only-MS$^2$,1,7,2.0
Only-MS$^2$,20,7,49.99999999999999
LC-MS$^2$Struct,1,8,9.0
LC-MS$^2$Struct,20,8,56.00000000000001
Only-MS$^2$,1,8,2.0
Only-MS$^2$,20,8,49.99999999999999
LC-MS$^2$Struct,1,1,10.0
LC-MS$^2$Struct,20,1,57.99999999999999
Only-MS$^2$,1,1,6.333333333333332
Only-MS$^2$,20,1,52.0
LC-MS$^2$Struct,1,2,12.0
LC-MS$^2$Struct,20,2,60.0
Only-MS$^2$,1,2,6.333333333333332
Only-MS$^2$,20,2,52.0
LC-MS$^2$Struct,1,3,14.000000000000002
LC-MS$^2$Struct,20,3,60.0
Only-MS$^2$,1,3,6.333333333333332
Only-MS$^2$,20,3,52.0
LC-MS$^2$Struct,1,4,14.000000000000002
LC-MS$^2$Struct,20,4,60.0
Only-MS$^2$,1,4,6.333333333333332
Only-MS$^2$,20,4,52.0
LC-MS$^2$Struct,1,5,12.0
LC-MS$^2$Struct,20,5,60.0
Only-MS$^2$,1,5,6.333333333333332
Only-MS$^2$,20,5,52.0
LC-MS$^2$Struct,1,6,10.0
LC-MS$^2$Struct,20,6,60.0
Only-MS$^2$,1,6,6.333333333333332
Only-MS$^2$,20,6,52.0
LC-MS$^2$Struct,1,7,8.0
LC-MS$^2$Struct,20,7,57.99999999999999
Only-MS$^2$,1,7,6.333333333333332
Only-MS$^2$,20,7,52.0
LC-MS$^2$Struct,1,8,8.0
LC-MS$^2$Struct,20,8,57.99999999999999
Only-MS$^2$,1,8,6.333333333333332
Only-MS$^2$,20,8,52.0
LC-MS$^2$Struct,1,1,15.0
LC-MS$^2$Struct,20,1,66.0
Only-MS$^2$,1,1,6.499999999999999
Only-MS$^2$,20,1,57.99999999999999
LC-MS$^2$Struct,1,2,13.0
LC-MS$^2$Struct,20,2,68.0
Only-MS$^2$,1,2,6.499999999999999
Only-MS$^2$,20,2,57.99999999999999
LC-MS$^2$Struct,1,3,13.0
LC-MS$^2$Struct,20,3,70.0
Only-MS$^2$,1,3,6.499999999999999
Only-MS$^2$,20,3,57.99999999999999
LC-MS$^2$Struct,1,4,15.0
LC-MS$^2$Struct,20,4,72.0
Only-MS$^2$,1,4,6.499999999999999
Only-MS$^2$,20,4,57.99999999999999
LC-MS$^2$Struct,1,5,13.0
LC-MS$^2$Struct,20,5,70.0
Only-MS$^2$,1,5,6.499999999999999
Only-MS$^2$,20,5,57.99999999999999
LC-MS$^2$Struct,1,6,13.0
LC-MS$^2$Struct,20,6,70.0
Only-MS$^2$,1,6,6.499999999999999
Only-MS$^2$,20,6,57.99999999999999
LC-MS$^2$Struct,1,7,17.0
LC-MS$^2$Struct,20,7,70.0
Only-MS$^2$,1,7,6.499999999999999
Only-MS$^2$,20,7,57.99999999999999
LC-MS$^2$Struct,1,8,17.0
LC-MS$^2$Struct,20,8,70.0
Only-MS$^2$,1,8,6.499999999999999
Only-MS$^2$,20,8,57.99999999999999
LC-MS$^2$Struct,1,1,8.333333333333334
LC-MS$^2$Struct,20,1,56.00000000000001
Only-MS$^2$,1,1,4.0
Only-MS$^2$,20,1,49.99999999999999
LC-MS$^2$Struct,1,2,10.0
LC-MS$^2$Struct,20,2,56.00000000000001
Only-MS$^2$,1,2,4.0
Only-MS$^2$,20,2,49.99999999999999
LC-MS$^2$Struct,1,3,14.000000000000002
LC-MS$^2$Struct,20,3,57.99999999999999
Only-MS$^2$,1,3,4.0
Only-MS$^2$,20,3,49.99999999999999
LC-MS$^2$Struct,1,4,18.0
LC-MS$^2$Struct,20,4,56.00000000000001
Only-MS$^2$,1,4,4.0
Only-MS$^2$,20,4,49.99999999999999
LC-MS$^2$Struct,1,5,18.0
LC-MS$^2$Struct,20,5,57.99999999999999
Only-MS$^2$,1,5,4.0
Only-MS$^2$,20,5,49.99999999999999
LC-MS$^2$Struct,1,6,18.0
LC-MS$^2$Struct,20,6,57.99999999999999
Only-MS$^2$,1,6,4.0
Only-MS$^2$,20,6,49.99999999999999
LC-MS$^2$Struct,1,7,16.0
LC-MS$^2$Struct,20,7,56.00000000000001
Only-MS$^2$,1,7,4.0
Only-MS$^2$,20,7,49.99999999999999
LC-MS$^2$Struct,1,8,16.0
LC-MS$^2$Struct,20,8,56.00000000000001
Only-MS$^2$,1,8,4.0
Only-MS$^2$,20,8,49.99999999999999
LC-MS$^2$Struct,1,1,15.0
LC-MS$^2$Struct,20,1,63.99999999999999
Only-MS$^2$,1,1,8.666666666666666
Only-MS$^2$,20,1,60.0
LC-MS$^2$Struct,1,2,12.0
LC-MS$^2$Struct,20,2,68.0
Only-MS$^2$,1,2,8.666666666666666
Only-MS$^2$,20,2,60.0
LC-MS$^2$Struct,1,3,7.000000000000001
LC-MS$^2$Struct,20,3,70.0
Only-MS$^2$,1,3,8.666666666666666
Only-MS$^2$,20,3,60.0
LC-MS$^2$Struct,1,4,9.0
LC-MS$^2$Struct,20,4,70.0
Only-MS$^2$,1,4,8.666666666666666
Only-MS$^2$,20,4,60.0
LC-MS$^2$Struct,1,5,11.0
LC-MS$^2$Struct,20,5,68.0
Only-MS$^2$,1,5,8.666666666666666
Only-MS$^2$,20,5,60.0
LC-MS$^2$Struct,1,6,11.0
LC-MS$^2$Struct,20,6,68.0
Only-MS$^2$,1,6,8.666666666666666
Only-MS$^2$,20,6,60.0
LC-MS$^2$Struct,1,7,11.0
LC-MS$^2$Struct,20,7,68.0
Only-MS$^2$,1,7,8.666666666666666
Only-MS$^2$,20,7,60.0
LC-MS$^2$Struct,1,8,11.0
LC-MS$^2$Struct,20,8,68.0
Only-MS$^2$,1,8,8.666666666666666
Only-MS$^2$,20,8,60.0
LC-MS$^2$Struct,1,1,14.666666666666666
LC-MS$^2$Struct,20,1,57.99999999999999
Only-MS$^2$,1,1,4.333333333333333
Only-MS$^2$,20,1,55.99999999999999
LC-MS$^2$Struct,1,2,16.0
LC-MS$^2$Struct,20,2,56.00000000000001
Only-MS$^2$,1,2,4.333333333333333
Only-MS$^2$,20,2,55.99999999999999
LC-MS$^2$Struct,1,3,16.0
LC-MS$^2$Struct,20,3,62.0
Only-MS$^2$,1,3,4.333333333333333
Only-MS$^2$,20,3,55.99999999999999
LC-MS$^2$Struct,1,4,16.0
LC-MS$^2$Struct,20,4,60.0
Only-MS$^2$,1,4,4.333333333333333
Only-MS$^2$,20,4,55.99999999999999
LC-MS$^2$Struct,1,5,14.000000000000002
LC-MS$^2$Struct,20,5,60.0
Only-MS$^2$,1,5,4.333333333333333
Only-MS$^2$,20,5,55.99999999999999
LC-MS$^2$Struct,1,6,14.000000000000002
LC-MS$^2$Struct,20,6,60.0
Only-MS$^2$,1,6,4.333333333333333
Only-MS$^2$,20,6,55.99999999999999
LC-MS$^2$Struct,1,7,16.0
LC-MS$^2$Struct,20,7,60.0
Only-MS$^2$,1,7,4.333333333333333
Only-MS$^2$,20,7,55.99999999999999
LC-MS$^2$Struct,1,8,18.0
LC-MS$^2$Struct,20,8,60.0
Only-MS$^2$,1,8,4.333333333333333
Only-MS$^2$,20,8,55.99999999999999
LC-MS$^2$Struct,1,1,9.666666666666666
LC-MS$^2$Struct,20,1,64.0
Only-MS$^2$,1,1,6.499999999999999
Only-MS$^2$,20,1,57.99999999999999
LC-MS$^2$Struct,1,2,9.0
LC-MS$^2$Struct,20,2,68.0
Only-MS$^2$,1,2,6.499999999999999
Only-MS$^2$,20,2,57.99999999999999
LC-MS$^2$Struct,1,3,7.000000000000001
LC-MS$^2$Struct,20,3,66.0
Only-MS$^2$,1,3,6.499999999999999
Only-MS$^2$,20,3,57.99999999999999
LC-MS$^2$Struct,1,4,9.0
LC-MS$^2$Struct,20,4,66.0
Only-MS$^2$,1,4,6.499999999999999
Only-MS$^2$,20,4,57.99999999999999
LC-MS$^2$Struct,1,5,9.0
LC-MS$^2$Struct,20,5,66.0
Only-MS$^2$,1,5,6.499999999999999
Only-MS$^2$,20,5,57.99999999999999
LC-MS$^2$Struct,1,6,7.000000000000001
LC-MS$^2$Struct,20,6,64.0
Only-MS$^2$,1,6,6.499999999999999
Only-MS$^2$,20,6,57.99999999999999
LC-MS$^2$Struct,1,7,9.0
LC-MS$^2$Struct,20,7,62.0
Only-MS$^2$,1,7,6.499999999999999
Only-MS$^2$,20,7,57.99999999999999
LC-MS$^2$Struct,1,8,11.0
LC-MS$^2$Struct,20,8,62.0
Only-MS$^2$,1,8,6.499999999999999
Only-MS$^2$,20,8,57.99999999999999
LC-MS$^2$Struct,1,1,8.0
LC-MS$^2$Struct,20,1,64.0
Only-MS$^2$,1,1,3.0
Only-MS$^2$,20,1,55.99999999999999
LC-MS$^2$Struct,1,2,6.0
LC-MS$^2$Struct,20,2,66.0
Only-MS$^2$,1,2,3.0
Only-MS$^2$,20,2,55.99999999999999
LC-MS$^2$Struct,1,3,12.0
LC-MS$^2$Struct,20,3,66.0
Only-MS$^2$,1,3,3.0
Only-MS$^2$,20,3,55.99999999999999
LC-MS$^2$Struct,1,4,12.0
LC-MS$^2$Struct,20,4,62.0
Only-MS$^2$,1,4,3.0
Only-MS$^2$,20,4,55.99999999999999
LC-MS$^2$Struct,1,5,12.0
LC-MS$^2$Struct,20,5,66.0
Only-MS$^2$,1,5,3.0
Only-MS$^2$,20,5,55.99999999999999
LC-MS$^2$Struct,1,6,8.0
LC-MS$^2$Struct,20,6,64.0
Only-MS$^2$,1,6,3.0
Only-MS$^2$,20,6,55.99999999999999
LC-MS$^2$Struct,1,7,12.0
LC-MS$^2$Struct,20,7,64.0
Only-MS$^2$,1,7,3.0
Only-MS$^2$,20,7,55.99999999999999
LC-MS$^2$Struct,1,8,12.0
LC-MS$^2$Struct,20,8,64.0
Only-MS$^2$,1,8,3.0
Only-MS$^2$,20,8,55.99999999999999
LC-MS$^2$Struct,1,1,8.0
LC-MS$^2$Struct,20,1,53.99999999999998
Only-MS$^2$,1,1,4.333333333333333
Only-MS$^2$,20,1,52.0
LC-MS$^2$Struct,1,2,6.0
LC-MS$^2$Struct,20,2,54.0
Only-MS$^2$,1,2,4.333333333333333
Only-MS$^2$,20,2,52.0
LC-MS$^2$Struct,1,3,10.0
LC-MS$^2$Struct,20,3,54.0
Only-MS$^2$,1,3,4.333333333333333
Only-MS$^2$,20,3,52.0
LC-MS$^2$Struct,1,4,10.0
LC-MS$^2$Struct,20,4,54.0
Only-MS$^2$,1,4,4.333333333333333
Only-MS$^2$,20,4,52.0
LC-MS$^2$Struct,1,5,10.0
LC-MS$^2$Struct,20,5,54.0
Only-MS$^2$,1,5,4.333333333333333
Only-MS$^2$,20,5,52.0
LC-MS$^2$Struct,1,6,10.0
LC-MS$^2$Struct,20,6,54.0
Only-MS$^2$,1,6,4.333333333333333
Only-MS$^2$,20,6,52.0
LC-MS$^2$Struct,1,7,12.0
LC-MS$^2$Struct,20,7,54.0
Only-MS$^2$,1,7,4.333333333333333
Only-MS$^2$,20,7,52.0
LC-MS$^2$Struct,1,8,12.0
LC-MS$^2$Struct,20,8,54.0
Only-MS$^2$,1,8,4.333333333333333
Only-MS$^2$,20,8,52.0
LC-MS$^2$Struct,1,1,12.0
LC-MS$^2$Struct,20,1,64.0
Only-MS$^2$,1,1,6.166666666666667
Only-MS$^2$,20,1,63.99999999999999
LC-MS$^2$Struct,1,2,14.000000000000002
LC-MS$^2$Struct,20,2,64.0
Only-MS$^2$,1,2,6.166666666666667
Only-MS$^2$,20,2,63.99999999999999
LC-MS$^2$Struct,1,3,12.0
LC-MS$^2$Struct,20,3,64.0
Only-MS$^2$,1,3,6.166666666666667
Only-MS$^2$,20,3,63.99999999999999
LC-MS$^2$Struct,1,4,10.0
LC-MS$^2$Struct,20,4,64.0
Only-MS$^2$,1,4,6.166666666666667
Only-MS$^2$,20,4,63.99999999999999
LC-MS$^2$Struct,1,5,8.0
LC-MS$^2$Struct,20,5,64.0
