scoring_method,k,n_models,top_k_acc
Only-MS$^2$,1,4,16.013071895424837
Only-MS$^2$,20,4,58.82352941176471
LC-MS$^2$Struct,1,5,19.607843137254903
LC-MS$^2$Struct,20,5,74.50980392156863
Only-MS$^2$,1,5,16.013071895424837
Only-MS$^2$,20,5,58.82352941176471
LC-MS$^2$Struct,1,6,19.607843137254903
LC-MS$^2$Struct,20,6,74.50980392156863
Only-MS$^2$,1,6,16.013071895424837
Only-MS$^2$,20,6,58.82352941176471
LC-MS$^2$Struct,1,7,19.607843137254903
LC-MS$^2$Struct,20,7,74.50980392156863
Only-MS$^2$,1,7,16.013071895424837
Only-MS$^2$,20,7,58.82352941176471
LC-MS$^2$Struct,1,8,17.647058823529413
LC-MS$^2$Struct,20,8,74.50980392156863
Only-MS$^2$,1,8,16.013071895424837
Only-MS$^2$,20,8,58.82352941176471
LC-MS$^2$Struct,1,1,9.803921568627452
LC-MS$^2$Struct,20,1,78.43137254901961
Only-MS$^2$,1,1,9.803921568627452
Only-MS$^2$,20,1,54.90196078431373
LC-MS$^2$Struct,1,2,13.725490196078432
LC-MS$^2$Struct,20,2,78.43137254901961
Only-MS$^2$,1,2,9.803921568627452
Only-MS$^2$,20,2,54.90196078431373
LC-MS$^2$Struct,1,3,13.725490196078432
LC-MS$^2$Struct,20,3,80.3921568627451
Only-MS$^2$,1,3,9.803921568627452
Only-MS$^2$,20,3,54.90196078431373
LC-MS$^2$Struct,1,4,13.725490196078432
LC-MS$^2$Struct,20,4,78.43137254901961
Only-MS$^2$,1,4,9.803921568627452
Only-MS$^2$,20,4,54.90196078431373
LC-MS$^2$Struct,1,5,13.725490196078432
LC-MS$^2$Struct,20,5,80.3921568627451
Only-MS$^2$,1,5,9.803921568627452
Only-MS$^2$,20,5,54.90196078431373
LC-MS$^2$Struct,1,6,13.725490196078432
LC-MS$^2$Struct,20,6,78.43137254901961
Only-MS$^2$,1,6,9.803921568627452
Only-MS$^2$,20,6,54.90196078431373
LC-MS$^2$Struct,1,7,13.725490196078432
LC-MS$^2$Struct,20,7,80.3921568627451
Only-MS$^2$,1,7,9.803921568627452
Only-MS$^2$,20,7,54.90196078431373
LC-MS$^2$Struct,1,8,11.76470588235294
LC-MS$^2$Struct,20,8,78.43137254901961
Only-MS$^2$,1,8,9.803921568627452
Only-MS$^2$,20,8,54.90196078431373
LC-MS$^2$Struct,1,1,16.0
LC-MS$^2$Struct,20,1,66.0
Only-MS$^2$,1,1,4.0
Only-MS$^2$,20,1,57.99999999999999
LC-MS$^2$Struct,1,2,14.000000000000002
LC-MS$^2$Struct,20,2,68.0
Only-MS$^2$,1,2,4.0
Only-MS$^2$,20,2,57.99999999999999
LC-MS$^2$Struct,1,3,16.0
LC-MS$^2$Struct,20,3,66.0
Only-MS$^2$,1,3,4.0
Only-MS$^2$,20,3,57.99999999999999
LC-MS$^2$Struct,1,4,20.0
LC-MS$^2$Struct,20,4,68.0
Only-MS$^2$,1,4,4.0
Only-MS$^2$,20,4,57.99999999999999
LC-MS$^2$Struct,1,5,18.0
LC-MS$^2$Struct,20,5,70.0
Only-MS$^2$,1,5,4.0
Only-MS$^2$,20,5,57.99999999999999
LC-MS$^2$Struct,1,6,18.0
LC-MS$^2$Struct,20,6,68.0
Only-MS$^2$,1,6,4.0
Only-MS$^2$,20,6,57.99999999999999
LC-MS$^2$Struct,1,7,16.0
LC-MS$^2$Struct,20,7,68.0
Only-MS$^2$,1,7,4.0
Only-MS$^2$,20,7,57.99999999999999
LC-MS$^2$Struct,1,8,16.0
LC-MS$^2$Struct,20,8,66.0
Only-MS$^2$,1,8,4.0
Only-MS$^2$,20,8,57.99999999999999
LC-MS$^2$Struct,1,1,17.647058823529413
LC-MS$^2$Struct,20,1,68.62745098039215
Only-MS$^2$,1,1,11.76470588235294
Only-MS$^2$,20,1,45.09803921568628
LC-MS$^2$Struct,1,2,19.607843137254903
LC-MS$^2$Struct,20,2,68.62745098039215
Only-MS$^2$,1,2,11.76470588235294
Only-MS$^2$,20,2,45.09803921568628
LC-MS$^2$Struct,1,3,23.52941176470588
LC-MS$^2$Struct,20,3,70.58823529411765
Only-MS$^2$,1,3,11.76470588235294
Only-MS$^2$,20,3,45.09803921568628
LC-MS$^2$Struct,1,4,21.568627450980397
LC-MS$^2$Struct,20,4,70.58823529411765
Only-MS$^2$,1,4,11.76470588235294
Only-MS$^2$,20,4,45.09803921568628
LC-MS$^2$Struct,1,5,21.568627450980397
LC-MS$^2$Struct,20,5,72.54901960784314
Only-MS$^2$,1,5,11.76470588235294
Only-MS$^2$,20,5,45.09803921568628
LC-MS$^2$Struct,1,6,19.607843137254903
LC-MS$^2$Struct,20,6,72.54901960784314
Only-MS$^2$,1,6,11.76470588235294
Only-MS$^2$,20,6,45.09803921568628
LC-MS$^2$Struct,1,7,19.607843137254903
LC-MS$^2$Struct,20,7,72.54901960784314
Only-MS$^2$,1,7,11.76470588235294
Only-MS$^2$,20,7,45.09803921568628
LC-MS$^2$Struct,1,8,19.607843137254903
LC-MS$^2$Struct,20,8,70.58823529411765
Only-MS$^2$,1,8,11.76470588235294
Only-MS$^2$,20,8,45.09803921568628
LC-MS$^2$Struct,1,1,11.76470588235294
LC-MS$^2$Struct,20,1,49.01960784313725
Only-MS$^2$,1,1,7.84313725490196
Only-MS$^2$,20,1,47.05882352941176
LC-MS$^2$Struct,1,2,13.725490196078432
LC-MS$^2$Struct,20,2,49.01960784313725
Only-MS$^2$,1,2,7.84313725490196
Only-MS$^2$,20,2,47.05882352941176
LC-MS$^2$Struct,1,3,11.76470588235294
LC-MS$^2$Struct,20,3,50.98039215686274
Only-MS$^2$,1,3,7.84313725490196
Only-MS$^2$,20,3,47.05882352941176
LC-MS$^2$Struct,1,4,15.68627450980392
LC-MS$^2$Struct,20,4,52.94117647058824
Only-MS$^2$,1,4,7.84313725490196
Only-MS$^2$,20,4,47.05882352941176
LC-MS$^2$Struct,1,5,13.725490196078432
LC-MS$^2$Struct,20,5,49.01960784313725
Only-MS$^2$,1,5,7.84313725490196
Only-MS$^2$,20,5,47.05882352941176
LC-MS$^2$Struct,1,6,11.76470588235294
LC-MS$^2$Struct,20,6,50.98039215686274
Only-MS$^2$,1,6,7.84313725490196
Only-MS$^2$,20,6,47.05882352941176
LC-MS$^2$Struct,1,7,11.76470588235294
LC-MS$^2$Struct,20,7,52.94117647058824
Only-MS$^2$,1,7,7.84313725490196
Only-MS$^2$,20,7,47.05882352941176
LC-MS$^2$Struct,1,8,13.725490196078432
LC-MS$^2$Struct,20,8,52.94117647058824
Only-MS$^2$,1,8,7.84313725490196
Only-MS$^2$,20,8,47.05882352941176
LC-MS$^2$Struct,1,1,9.803921568627452
LC-MS$^2$Struct,20,1,52.94117647058824
Only-MS$^2$,1,1,5.88235294117647
Only-MS$^2$,20,1,41.17647058823529
LC-MS$^2$Struct,1,2,11.76470588235294
LC-MS$^2$Struct,20,2,54.90196078431373
Only-MS$^2$,1,2,5.88235294117647
Only-MS$^2$,20,2,41.17647058823529
LC-MS$^2$Struct,1,3,11.76470588235294
LC-MS$^2$Struct,20,3,50.98039215686274
Only-MS$^2$,1,3,5.88235294117647
Only-MS$^2$,20,3,41.17647058823529
LC-MS$^2$Struct,1,4,13.725490196078432
LC-MS$^2$Struct,20,4,56.86274509803921
Only-MS$^2$,1,4,5.88235294117647
Only-MS$^2$,20,4,41.17647058823529
LC-MS$^2$Struct,1,5,15.68627450980392
LC-MS$^2$Struct,20,5,50.98039215686274
Only-MS$^2$,1,5,5.88235294117647
Only-MS$^2$,20,5,41.17647058823529
LC-MS$^2$Struct,1,6,15.68627450980392
LC-MS$^2$Struct,20,6,49.01960784313725
Only-MS$^2$,1,6,5.88235294117647
Only-MS$^2$,20,6,41.17647058823529
LC-MS$^2$Struct,1,7,13.725490196078432
LC-MS$^2$Struct,20,7,49.01960784313725
Only-MS$^2$,1,7,5.88235294117647
Only-MS$^2$,20,7,41.17647058823529
LC-MS$^2$Struct,1,8,13.725490196078432
LC-MS$^2$Struct,20,8,50.98039215686274
Only-MS$^2$,1,8,5.88235294117647
Only-MS$^2$,20,8,41.17647058823529
LC-MS$^2$Struct,1,1,22.0
LC-MS$^2$Struct,20,1,68.0
Only-MS$^2$,1,1,14.000000000000002
Only-MS$^2$,20,1,57.99999999999999
LC-MS$^2$Struct,1,2,22.0
LC-MS$^2$Struct,20,2,70.0
Only-MS$^2$,1,2,14.000000000000002
Only-MS$^2$,20,2,57.99999999999999
LC-MS$^2$Struct,1,3,22.0
LC-MS$^2$Struct,20,3,72.0
Only-MS$^2$,1,3,14.000000000000002
Only-MS$^2$,20,3,57.99999999999999
LC-MS$^2$Struct,1,4,18.0
LC-MS$^2$Struct,20,4,70.0
Only-MS$^2$,1,4,14.000000000000002
Only-MS$^2$,20,4,57.99999999999999
LC-MS$^2$Struct,1,5,16.0
LC-MS$^2$Struct,20,5,70.0
Only-MS$^2$,1,5,14.000000000000002
Only-MS$^2$,20,5,57.99999999999999
LC-MS$^2$Struct,1,6,18.0
LC-MS$^2$Struct,20,6,70.0
Only-MS$^2$,1,6,14.000000000000002
Only-MS$^2$,20,6,57.99999999999999
LC-MS$^2$Struct,1,7,18.0
LC-MS$^2$Struct,20,7,68.0
Only-MS$^2$,1,7,14.000000000000002
Only-MS$^2$,20,7,57.99999999999999
LC-MS$^2$Struct,1,8,16.0
LC-MS$^2$Struct,20,8,68.0
Only-MS$^2$,1,8,14.000000000000002
Only-MS$^2$,20,8,57.99999999999999
LC-MS$^2$Struct,1,1,12.0
LC-MS$^2$Struct,20,1,64.0
Only-MS$^2$,1,1,2.0
Only-MS$^2$,20,1,62.0
LC-MS$^2$Struct,1,2,8.0
LC-MS$^2$Struct,20,2,62.0
Only-MS$^2$,1,2,2.0
Only-MS$^2$,20,2,62.0
LC-MS$^2$Struct,1,3,10.0
LC-MS$^2$Struct,20,3,62.0
Only-MS$^2$,1,3,2.0
Only-MS$^2$,20,3,62.0
LC-MS$^2$Struct,1,4,10.0
LC-MS$^2$Struct,20,4,60.0
Only-MS$^2$,1,4,2.0
Only-MS$^2$,20,4,62.0
LC-MS$^2$Struct,1,5,10.0
LC-MS$^2$Struct,20,5,60.0
Only-MS$^2$,1,5,2.0
Only-MS$^2$,20,5,62.0
LC-MS$^2$Struct,1,6,10.0
LC-MS$^2$Struct,20,6,60.0
Only-MS$^2$,1,6,2.0
Only-MS$^2$,20,6,62.0
LC-MS$^2$Struct,1,7,12.0
LC-MS$^2$Struct,20,7,60.0
Only-MS$^2$,1,7,2.0
Only-MS$^2$,20,7,62.0
LC-MS$^2$Struct,1,8,12.0
LC-MS$^2$Struct,20,8,60.0
Only-MS$^2$,1,8,2.0
Only-MS$^2$,20,8,62.0
LC-MS$^2$Struct,1,1,14.000000000000002
LC-MS$^2$Struct,20,1,52.0
Only-MS$^2$,1,1,2.0
Only-MS$^2$,20,1,40.0
LC-MS$^2$Struct,1,2,12.0
LC-MS$^2$Struct,20,2,54.0
Only-MS$^2$,1,2,2.0
Only-MS$^2$,20,2,40.0
LC-MS$^2$Struct,1,3,12.0
LC-MS$^2$Struct,20,3,56.00000000000001
Only-MS$^2$,1,3,2.0
Only-MS$^2$,20,3,40.0
LC-MS$^2$Struct,1,4,12.0
LC-MS$^2$Struct,20,4,56.00000000000001
Only-MS$^2$,1,4,2.0
Only-MS$^2$,20,4,40.0
LC-MS$^2$Struct,1,5,10.0
LC-MS$^2$Struct,20,5,56.00000000000001
Only-MS$^2$,1,5,2.0
Only-MS$^2$,20,5,40.0
LC-MS$^2$Struct,1,6,10.0
LC-MS$^2$Struct,20,6,56.00000000000001
Only-MS$^2$,1,6,2.0
Only-MS$^2$,20,6,40.0
LC-MS$^2$Struct,1,7,10.0
LC-MS$^2$Struct,20,7,56.00000000000001
Only-MS$^2$,1,7,2.0
Only-MS$^2$,20,7,40.0
LC-MS$^2$Struct,1,8,10.0
LC-MS$^2$Struct,20,8,56.00000000000001
Only-MS$^2$,1,8,2.0
Only-MS$^2$,20,8,40.0
LC-MS$^2$Struct,1,1,14.000000000000002
LC-MS$^2$Struct,20,1,52.0
Only-MS$^2$,1,1,6.0
Only-MS$^2$,20,1,42.0
LC-MS$^2$Struct,1,2,10.0
LC-MS$^2$Struct,20,2,54.0
Only-MS$^2$,1,2,6.0
Only-MS$^2$,20,2,42.0
LC-MS$^2$Struct,1,3,12.0
LC-MS$^2$Struct,20,3,54.0
Only-MS$^2$,1,3,6.0
Only-MS$^2$,20,3,42.0
LC-MS$^2$Struct,1,4,10.0
LC-MS$^2$Struct,20,4,54.0
Only-MS$^2$,1,4,6.0
Only-MS$^2$,20,4,42.0
LC-MS$^2$Struct,1,5,10.0
LC-MS$^2$Struct,20,5,56.00000000000001
Only-MS$^2$,1,5,6.0
Only-MS$^2$,20,5,42.0
LC-MS$^2$Struct,1,6,10.0
LC-MS$^2$Struct,20,6,54.0
Only-MS$^2$,1,6,6.0
Only-MS$^2$,20,6,42.0
LC-MS$^2$Struct,1,7,8.0
LC-MS$^2$Struct,20,7,54.0
Only-MS$^2$,1,7,6.0
Only-MS$^2$,20,7,42.0
LC-MS$^2$Struct,1,8,8.0
LC-MS$^2$Struct,20,8,56.00000000000001
Only-MS$^2$,1,8,6.0
Only-MS$^2$,20,8,42.0
LC-MS$^2$Struct,1,1,20.0
LC-MS$^2$Struct,20,1,56.00000000000001
Only-MS$^2$,1,1,14.000000000000002
Only-MS$^2$,20,1,52.0
LC-MS$^2$Struct,1,2,18.0
LC-MS$^2$Struct,20,2,56.00000000000001
Only-MS$^2$,1,2,14.000000000000002
Only-MS$^2$,20,2,52.0
LC-MS$^2$Struct,1,3,16.0
LC-MS$^2$Struct,20,3,60.0
Only-MS$^2$,1,3,14.000000000000002
Only-MS$^2$,20,3,52.0
LC-MS$^2$Struct,1,4,14.000000000000002
LC-MS$^2$Struct,20,4,60.0
Only-MS$^2$,1,4,14.000000000000002
Only-MS$^2$,20,4,52.0
LC-MS$^2$Struct,1,5,18.0
LC-MS$^2$Struct,20,5,57.99999999999999
Only-MS$^2$,1,5,14.000000000000002
Only-MS$^2$,20,5,52.0
LC-MS$^2$Struct,1,6,16.0
LC-MS$^2$Struct,20,6,57.99999999999999
Only-MS$^2$,1,6,14.000000000000002
Only-MS$^2$,20,6,52.0
LC-MS$^2$Struct,1,7,16.0
LC-MS$^2$Struct,20,7,57.99999999999999
Only-MS$^2$,1,7,14.000000000000002
Only-MS$^2$,20,7,52.0
LC-MS$^2$Struct,1,8,16.0
LC-MS$^2$Struct,20,8,57.99999999999999
Only-MS$^2$,1,8,14.000000000000002
Only-MS$^2$,20,8,52.0
LC-MS$^2$Struct,1,1,10.0
LC-MS$^2$Struct,20,1,57.99999999999999
Only-MS$^2$,1,1,4.0
Only-MS$^2$,20,1,48.0
LC-MS$^2$Struct,1,2,12.0
LC-MS$^2$Struct,20,2,60.0
Only-MS$^2$,1,2,4.0
Only-MS$^2$,20,2,48.0
LC-MS$^2$Struct,1,3,10.0
LC-MS$^2$Struct,20,3,70.0
Only-MS$^2$,1,3,4.0
Only-MS$^2$,20,3,48.0
LC-MS$^2$Struct,1,4,10.0
LC-MS$^2$Struct,20,4,66.0
Only-MS$^2$,1,4,4.0
Only-MS$^2$,20,4,48.0
LC-MS$^2$Struct,1,5,12.0
LC-MS$^2$Struct,20,5,66.0
Only-MS$^2$,1,5,4.0
Only-MS$^2$,20,5,48.0
LC-MS$^2$Struct,1,6,10.0
LC-MS$^2$Struct,20,6,60.0
Only-MS$^2$,1,6,4.0
Only-MS$^2$,20,6,48.0
LC-MS$^2$Struct,1,7,10.0
LC-MS$^2$Struct,20,7,62.0
Only-MS$^2$,1,7,4.0
Only-MS$^2$,20,7,48.0
LC-MS$^2$Struct,1,8,10.0
LC-MS$^2$Struct,20,8,60.0
Only-MS$^2$,1,8,4.0
Only-MS$^2$,20,8,48.0
LC-MS$^2$Struct,1,1,8.0
LC-MS$^2$Struct,20,1,46.0
Only-MS$^2$,1,1,2.0
Only-MS$^2$,20,1,42.0
LC-MS$^2$Struct,1,2,10.0
LC-MS$^2$Struct,20,2,48.0
Only-MS$^2$,1,2,2.0
Only-MS$^2$,20,2,42.0
LC-MS$^2$Struct,1,3,12.0
LC-MS$^2$Struct,20,3,50.0
Only-MS$^2$,1,3,2.0
Only-MS$^2$,20,3,42.0
LC-MS$^2$Struct,1,4,10.0
LC-MS$^2$Struct,20,4,52.0
Only-MS$^2$,1,4,2.0
Only-MS$^2$,20,4,42.0
LC-MS$^2$Struct,1,5,10.0
LC-MS$^2$Struct,20,5,50.0
Only-MS$^2$,1,5,2.0
Only-MS$^2$,20,5,42.0
LC-MS$^2$Struct,1,6,10.0
LC-MS$^2$Struct,20,6,48.0
Only-MS$^2$,1,6,2.0
Only-MS$^2$,20,6,42.0
LC-MS$^2$Struct,1,7,12.0
LC-MS$^2$Struct,20,7,48.0
Only-MS$^2$,1,7,2.0
Only-MS$^2$,20,7,42.0
LC-MS$^2$Struct,1,8,10.0
LC-MS$^2$Struct,20,8,50.0
Only-MS$^2$,1,8,2.0
Only-MS$^2$,20,8,42.0
LC-MS$^2$Struct,1,1,15.68627450980392
LC-MS$^2$Struct,20,1,64.70588235294117
Only-MS$^2$,1,1,5.88235294117647
Only-MS$^2$,20,1,50.98039215686274
LC-MS$^2$Struct,1,2,17.647058823529413
LC-MS$^2$Struct,20,2,60.78431372549019
Only-MS$^2$,1,2,5.88235294117647
Only-MS$^2$,20,2,50.98039215686274
LC-MS$^2$Struct,1,3,21.568627450980397
LC-MS$^2$Struct,20,3,62.74509803921568
Only-MS$^2$,1,3,5.88235294117647
Only-MS$^2$,20,3,50.98039215686274
LC-MS$^2$Struct,1,4,17.647058823529413
LC-MS$^2$Struct,20,4,64.70588235294117
Only-MS$^2$,1,4,5.88235294117647
Only-MS$^2$,20,4,50.98039215686274
LC-MS$^2$Struct,1,5,15.68627450980392
LC-MS$^2$Struct,20,5,62.74509803921568
Only-MS$^2$,1,5,5.88235294117647
Only-MS$^2$,20,5,50.98039215686274
LC-MS$^2$Struct,1,6,15.68627450980392
LC-MS$^2$Struct,20,6,64.70588235294117
Only-MS$^2$,1,6,5.88235294117647
Only-MS$^2$,20,6,50.98039215686274
LC-MS$^2$Struct,1,7,15.68627450980392
LC-MS$^2$Struct,20,7,66.66666666666666
Only-MS$^2$,1,7,5.88235294117647
Only-MS$^2$,20,7,50.98039215686274
LC-MS$^2$Struct,1,8,17.647058823529413
LC-MS$^2$Struct,20,8,64.70588235294117
Only-MS$^2$,1,8,5.88235294117647
Only-MS$^2$,20,8,50.98039215686274
LC-MS$^2$Struct,1,1,7.84313725490196
LC-MS$^2$Struct,20,1,45.09803921568628
Only-MS$^2$,1,1,5.88235294117647
Only-MS$^2$,20,1,37.25490196078432
LC-MS$^2$Struct,1,2,7.84313725490196
LC-MS$^2$Struct,20,2,47.05882352941176
Only-MS$^2$,1,2,5.88235294117647
Only-MS$^2$,20,2,37.25490196078432
LC-MS$^2$Struct,1,3,3.92156862745098
LC-MS$^2$Struct,20,3,49.01960784313725
Only-MS$^2$,1,3,5.88235294117647
Only-MS$^2$,20,3,37.25490196078432
LC-MS$^2$Struct,1,4,7.84313725490196
LC-MS$^2$Struct,20,4,47.05882352941176
Only-MS$^2$,1,4,5.88235294117647
Only-MS$^2$,20,4,37.25490196078432
LC-MS$^2$Struct,1,5,9.803921568627452
LC-MS$^2$Struct,20,5,50.98039215686274
Only-MS$^2$,1,5,5.88235294117647
Only-MS$^2$,20,5,37.25490196078432
LC-MS$^2$Struct,1,6,7.84313725490196
LC-MS$^2$Struct,20,6,50.98039215686274
Only-MS$^2$,1,6,5.88235294117647
Only-MS$^2$,20,6,37.25490196078432
LC-MS$^2$Struct,1,7,7.84313725490196
LC-MS$^2$Struct,20,7,50.98039215686274
Only-MS$^2$,1,7,5.88235294117647
Only-MS$^2$,20,7,37.25490196078432
LC-MS$^2$Struct,1,8,7.84313725490196
LC-MS$^2$Struct,20,8,50.98039215686274
Only-MS$^2$,1,8,5.88235294117647
Only-MS$^2$,20,8,37.25490196078432
LC-MS$^2$Struct,1,1,13.725490196078432
LC-MS$^2$Struct,20,1,60.78431372549019
Only-MS$^2$,1,1,11.76470588235294
Only-MS$^2$,20,1,54.90196078431373
LC-MS$^2$Struct,1,2,15.68627450980392
LC-MS$^2$Struct,20,2,58.82352941176471
Only-MS$^2$,1,2,11.76470588235294
Only-MS$^2$,20,2,54.90196078431373
LC-MS$^2$Struct,1,3,15.68627450980392
LC-MS$^2$Struct,20,3,60.78431372549019
Only-MS$^2$,1,3,11.76470588235294
Only-MS$^2$,20,3,54.90196078431373
LC-MS$^2$Struct,1,4,15.68627450980392
LC-MS$^2$Struct,20,4,62.74509803921568
Only-MS$^2$,1,4,11.76470588235294
Only-MS$^2$,20,4,54.90196078431373
LC-MS$^2$Struct,1,5,13.725490196078432
LC-MS$^2$Struct,20,5,62.74509803921568
Only-MS$^2$,1,5,11.76470588235294
Only-MS$^2$,20,5,54.90196078431373
LC-MS$^2$Struct,1,6,15.68627450980392
LC-MS$^2$Struct,20,6,62.74509803921568
Only-MS$^2$,1,6,11.76470588235294
Only-MS$^2$,20,6,54.90196078431373
LC-MS$^2$Struct,1,7,15.68627450980392
LC-MS$^2$Struct,20,7,62.74509803921568
Only-MS$^2$,1,7,11.76470588235294
Only-MS$^2$,20,7,54.90196078431373
LC-MS$^2$Struct,1,8,17.647058823529413
LC-MS$^2$Struct,20,8,62.74509803921568
Only-MS$^2$,1,8,11.76470588235294
Only-MS$^2$,20,8,54.90196078431373
LC-MS$^2$Struct,1,1,17.647058823529413
LC-MS$^2$Struct,20,1,54.90196078431373
Only-MS$^2$,1,1,9.803921568627452
Only-MS$^2$,20,1,47.05882352941176
LC-MS$^2$Struct,1,2,15.68627450980392
LC-MS$^2$Struct,20,2,50.98039215686274
Only-MS$^2$,1,2,9.803921568627452
Only-MS$^2$,20,2,47.05882352941176
LC-MS$^2$Struct,1,3,13.725490196078432
LC-MS$^2$Struct,20,3,50.98039215686274
Only-MS$^2$,1,3,9.803921568627452
Only-MS$^2$,20,3,47.05882352941176
LC-MS$^2$Struct,1,4,15.68627450980392
LC-MS$^2$Struct,20,4,50.98039215686274
Only-MS$^2$,1,4,9.803921568627452
Only-MS$^2$,20,4,47.05882352941176
LC-MS$^2$Struct,1,5,15.68627450980392
LC-MS$^2$Struct,20,5,54.90196078431373
Only-MS$^2$,1,5,9.803921568627452
Only-MS$^2$,20,5,47.05882352941176
LC-MS$^2$Struct,1,6,15.68627450980392
LC-MS$^2$Struct,20,6,52.94117647058824
Only-MS$^2$,1,6,9.803921568627452
Only-MS$^2$,20,6,47.05882352941176
LC-MS$^2$Struct,1,7,9.803921568627452
LC-MS$^2$Struct,20,7,52.94117647058824
Only-MS$^2$,1,7,9.803921568627452
Only-MS$^2$,20,7,47.05882352941176
LC-MS$^2$Struct,1,8,9.803921568627452
LC-MS$^2$Struct,20,8,54.90196078431373
Only-MS$^2$,1,8,9.803921568627452
Only-MS$^2$,20,8,47.05882352941176
LC-MS$^2$Struct,1,1,15.68627450980392
LC-MS$^2$Struct,20,1,64.70588235294117
Only-MS$^2$,1,1,11.76470588235294
Only-MS$^2$,20,1,66.66666666666666
LC-MS$^2$Struct,1,2,15.68627450980392
LC-MS$^2$Struct,20,2,68.62745098039215
Only-MS$^2$,1,2,11.76470588235294
Only-MS$^2$,20,2,66.66666666666666
LC-MS$^2$Struct,1,3,15.68627450980392
LC-MS$^2$Struct,20,3,70.58823529411765
Only-MS$^2$,1,3,11.76470588235294
Only-MS$^2$,20,3,66.66666666666666
LC-MS$^2$Struct,1,4,17.647058823529413
LC-MS$^2$Struct,20,4,70.58823529411765
Only-MS$^2$,1,4,11.76470588235294
Only-MS$^2$,20,4,66.66666666666666
LC-MS$^2$Struct,1,5,17.647058823529413
LC-MS$^2$Struct,20,5,72.54901960784314
Only-MS$^2$,1,5,11.76470588235294
Only-MS$^2$,20,5,66.66666666666666
LC-MS$^2$Struct,1,6,15.68627450980392
LC-MS$^2$Struct,20,6,70.58823529411765
Only-MS$^2$,1,6,11.76470588235294
Only-MS$^2$,20,6,66.66666666666666
LC-MS$^2$Struct,1,7,15.68627450980392
LC-MS$^2$Struct,20,7,70.58823529411765
Only-MS$^2$,1,7,11.76470588235294
Only-MS$^2$,20,7,66.66666666666666
LC-MS$^2$Struct,1,8,15.68627450980392
LC-MS$^2$Struct,20,8,70.58823529411765
Only-MS$^2$,1,8,11.76470588235294
Only-MS$^2$,20,8,66.66666666666666
LC-MS$^2$Struct,1,1,15.68627450980392
LC-MS$^2$Struct,20,1,60.78431372549019
Only-MS$^2$,1,1,11.76470588235294
Only-MS$^2$,20,1,56.86274509803921
LC-MS$^2$Struct,1,2,17.647058823529413
LC-MS$^2$Struct,20,2,62.74509803921568
Only-MS$^2$,1,2,11.76470588235294
Only-MS$^2$,20,2,56.86274509803921
LC-MS$^2$Struct,1,3,17.647058823529413
LC-MS$^2$Struct,20,3,62.74509803921568
Only-MS$^2$,1,3,11.76470588235294
Only-MS$^2$,20,3,56.86274509803921
LC-MS$^2$Struct,1,4,17.647058823529413
LC-MS$^2$Struct,20,4,58.82352941176471
Only-MS$^2$,1,4,11.76470588235294
Only-MS$^2$,20,4,56.86274509803921
LC-MS$^2$Struct,1,5,15.68627450980392
LC-MS$^2$Struct,20,5,64.70588235294117
Only-MS$^2$,1,5,11.76470588235294
Only-MS$^2$,20,5,56.86274509803921
LC-MS$^2$Struct,1,6,13.725490196078432
LC-MS$^2$Struct,20,6,60.78431372549019
Only-MS$^2$,1,6,11.76470588235294
Only-MS$^2$,20,6,56.86274509803921
LC-MS$^2$Struct,1,7,13.725490196078432
LC-MS$^2$Struct,20,7,62.74509803921568
Only-MS$^2$,1,7,11.76470588235294
Only-MS$^2$,20,7,56.86274509803921
LC-MS$^2$Struct,1,8,13.725490196078432
LC-MS$^2$Struct,20,8,62.74509803921568
Only-MS$^2$,1,8,11.76470588235294
Only-MS$^2$,20,8,56.86274509803921
LC-MS$^2$Struct,1,1,19.607843137254903
LC-MS$^2$Struct,20,1,60.78431372549019
Only-MS$^2$,1,1,11.76470588235294
Only-MS$^2$,20,1,52.94117647058824
LC-MS$^2$Struct,1,2,17.647058823529413
LC-MS$^2$Struct,20,2,60.78431372549019
Only-MS$^2$,1,2,11.76470588235294
Only-MS$^2$,20,2,52.94117647058824
LC-MS$^2$Struct,1,3,17.647058823529413
LC-MS$^2$Struct,20,3,62.74509803921568
Only-MS$^2$,1,3,11.76470588235294
Only-MS$^2$,20,3,52.94117647058824
LC-MS$^2$Struct,1,4,17.647058823529413
LC-MS$^2$Struct,20,4,62.74509803921568
Only-MS$^2$,1,4,11.76470588235294
Only-MS$^2$,20,4,52.94117647058824
LC-MS$^2$Struct,1,5,17.647058823529413
LC-MS$^2$Struct,20,5,62.74509803921568
Only-MS$^2$,1,5,11.76470588235294
Only-MS$^2$,20,5,52.94117647058824
LC-MS$^2$Struct,1,6,19.607843137254903
LC-MS$^2$Struct,20,6,64.70588235294117
Only-MS$^2$,1,6,11.76470588235294
Only-MS$^2$,20,6,52.94117647058824
LC-MS$^2$Struct,1,7,19.607843137254903
LC-MS$^2$Struct,20,7,64.70588235294117
Only-MS$^2$,1,7,11.76470588235294
Only-MS$^2$,20,7,52.94117647058824
LC-MS$^2$Struct,1,8,19.607843137254903
LC-MS$^2$Struct,20,8,64.70588235294117
Only-MS$^2$,1,8,11.76470588235294
Only-MS$^2$,20,8,52.94117647058824
LC-MS$^2$Struct,1,1,9.803921568627452
LC-MS$^2$Struct,20,1,54.90196078431373
Only-MS$^2$,1,1,3.92156862745098
